YEAR,JOURNAL,TITLE,DOI
2011,Urban Ecosystems,Decomposition of urban atmospheric carbon in Sonoran Desert soils,10.1007/s11252-011-0173-8
2011,Ecological Applications,The conservation value of residential yards: Linking birds and people,10.1890/10-0423.1
2011,Behavioral Ecology and Sociobiology,Individual- and condition-dependent effects on habitat choice and choosiness,10.1007/s00265-011-1208-0
2011,Ecological Applications,Denitrification mitigates N flux through the stream-floodplain complex of a desert city,10.1890/10-1613.1
2011,Restoration Ecology,"Resilience, restoration and riparian ecosystems: Case study of a dryland, urban river",10.1111/j.1526-100X.2009.00531.x
2011,Ecological Complexity,Quantifying spatiotemporal patterns of urbanization: The case of the two fastest growing metropolitan regions in the United States,10.1016/j.ecocom.2010.03.002
2012,Urban Ecosystems,"Urban and wildland herpetofauna communities and riparian microhabitats along the Salt River, Arizona",10.1007/s11252-012-0228-5
2012,Landscape and Urban Planning,"Urbanization diversifies land surface phenology in arid environments: Interactions among vegetation climatic variation, and land use pattern in the Phoenix metropolitan region, USA",10.1016/j.landurbplan.2011.12.013
2012,American Midland Naturalist,Black widows in an urban desert: City-living compromises spider fecundity and egg investment despite urban prey abundance,10.1674/0003-0031-168.2.333
2012,Urban Ecosystems,Small-scale and extensive hydrogeomorphic modification and water redistribution in a desert city and implications for regional nitrogen removal,10.1007/s11252-011-0208-1
2012,Ecology and Society,Homeowner associations as a vehicle for promoting native urban biodiversity,10.5751/ES-05175-170445
2012,Ecological Applications,Phosphorus in Phoenix: A budget and spatial representation of phosphorus in an urban ecosystem,10.1890/11-0865.1
2012,Functional Ecology,Variation in monsoon precipitation drives spatial and temporal patterns of Larrea tridentata growth in the Sonoran Desert,10.1111/j.1365-2435.2012.01979.x
2012,Ecohydrology,Invasion of shrublands by exotic grasses: Ecohydrological consequences in cold versus warm deserts,10.1002/eco.247
2013,Landscape Ecology,"Landscape configuration and urban heat island effects: Assessing the relationship between landscape characteristics and land surface temperature in Phoenix, Arizona",10.1007/s10980-012-9833-1
2013,Urban Ecosystems,"Creating the park cool island in an inner-city neighborhood: Heat mitigation strategy for Phoenix, AZ.",10.1007/s11252-012-0278-8
2013,Ecosystems,Legacies of prehistoric agricultural practices within plant and soil properties across an arid ecosystem,10.1007/s10021-013-9681-0
2013,Landscape and Urban Planning,The value of water-related amenities in an arid city: The case of the Phoenix metropolitan area,10.1016/j.landurbplan.2012.10.008
2013,Ecological Modelling,A hierarchical patch mosaic ecosystem model for urban landscapes: Model development and evaluation,10.1016/j.ecolmodel.2012.09.020
2014,Landscape and Urban Planning,A comparison of spatial autocorrelation indices and landscape metrics in measuring urban landscape fragmentation,10.1016/j.landurbplan.2013.10.002
2014,Wetlands,Examining seasonally pulsed detrital transport in the coastal Everglades using a sediment tracing technique,10.1007/s13157-013-0388-y
2014,Ecosphere,Legacies of agriculture and urbanization in labile and stable organic carbon and nitrogen in Sonoran Desert soils,10.1890/ES13-00400.1
2014,Landscape and Urban Planning,Impact of urban form and design on mid-afternoon microclimate in Phoenix local climate zones,10.1016/j.landurbplan.2013.11.004
2014,Urban Ecosystems,Characterizing air pollution patterns on multiple time scales in urban areas: A landscape ecological approach,10.1007/s11252-014-0357-0
2014,Ecohydrology,"Modelling soil moisture, water partitioning, and plant water stress under irrigated conditions in desert urban areas",10.1002/eco.1457
2014,Landscape and Urban Planning,Urban ecology and sustainability: The state-of-the-science and future directions,10.1016/j.landurbplan.2014.01.018
2014,Landscape and Urban Planning,Urban ecology in China: Historical developments and future directions,10.1016/j.landurbplan.2014.02.010
2014,Landscape and Urban Planning,Spatial configuration of anthropogenic land cover impacts on urban warming,10.1016/j.landurbplan.2014.07.001
2015,Urban Ecosystems,Urban heat island mitigation strategies and lizard thermal ecology: Landscaping can quadruple potential activity time in an arid city,10.1007/s11252-015-0460-x
2015,Biological Conservation,Rich lizards: How affluence and land cover influence the diversity and abundance of desert reptiles persisting in an urban landscape,10.1016/j.biocon.2014.11.009
2015,Ecohydrology,Novel water sources restore plant and animal communities along an urban river,10.1002/eco.1560
2015,Frontiers in Ecology and the Environment,"Collaboration, interdisciplinary thinking, and communication: New approaches to K-12 ecology education",10.1890/140130
2015,Functional Ecology,"Food availability, energetic constraints and reproductive development in a wild seasonally breeding songbird",10.1111/1365-2435.12448
2015,Journal of Arid Environments,"Top-down vs. bottom-up regulation of herbaceous primary production and composition in an arid, urbanizing ecosystem",10.1016/j.jaridenv.2015.01.018
2015,Behavioral Ecology and Sociobiology,Effects of carotenoid supplementation and oxidative challenges on physiological parameters and carotenoid-based coloration in an urbanization context,10.1007/s00265-015-1908-y
2015,Landscape Ecology,Defining and measuring urban sustainability: A review of indicators,10.1007/s10980-015-0208-2
2015,Landscape and Urban Planning,A multidimensional classification and equity analysis of an urban park system: A novel methodology and case study application,10.1016/j.landurbplan.2014.12.014
2015,Urban Ecosystems,Comparative study of urban ecology development in the U.S. and China: Opportunity and challenge,10.1007/s11252-014-0413-9
2015,Global Change Biology,Impacts of altered precipitation regimes on soil communities and biogeochemistry in arid and semi-arid ecosystems,10.1111/gcb.12789
2015,Landscape and Urban Planning,An ecohydrological approach to conserving urban water through optimized landscape irrigation schedules,10.1016/j.landurbplan.2014.09.012
2016,Landscape Ecology,"Micro-scale urban surface temperatures are related to land-cover features and residential heat related health impacts in Phoenix, AZ USA",10.1007/s10980-015-0284-3
2016,Landscape and Urban Planning,"When the economic engine stalls – a multi-scale comparison of vegetation dynamics in pre- and post-recession Phoenix, Arizona, USA",10.1016/j.landurbplan.2016.05.009
2016,Landscape Ecology,Seasonally varied controls of climate and phenophase on terrestrial carbon dynamics: Modeling eco-climate system state using Dynamical Process Networks,10.1007/s10980-015-0253-x
2016,Ecological Engineering,Aridland constructed treatment wetlands II: Plant mediation of surface hydrology enhances nitrogen removal,10.1016/j.ecoleng.2016.01.002
2016,Landscape and Urban Planning,Lawn enforcement: How municipal policies and neighborhood norms influence homeowner residential landscape management,10.1016/j.landurbplan.2016.02.011
2016,Landscape and Urban Planning,"Hot playgrounds and children's health: A multiscale analysis of surface temperatures in Arizona, USA",10.1016/j.landurbplan.2015.10.007
2017,Journal of Arid Environments,Seasonality and land cover characteristics drive aphid dynamics in an arid city,10.1016/j.jaridenv.2017.04.007
2017,Landscape and Urban Planning,Decadal declines in bird abundance and diversity in urban riparian zones,10.1016/j.landurbplan.2016.09.026
2017,Ecosphere,"Confirming a plant-mediated ""Biological Tide"" in an aridland constructed treatment wetland",10.1002/ecs2.1756
2017,European Journal of Soil Biology,Soil microbial community composition is correlated to soil carbon processing along a boreal wetland formation gradient,10.1016/j.ejsobi.2017.08.001
